DATE;IBOV;DY_IBOV;SELIC
44957;113430,54;1.01;13.65
44958;112073,55;10.12;13.65
44959;110140,64;1.03;13.65
44960;108523,47;10.46;13.65
44963;108721,58;10.44;13.65
44964;107829,73;10.40;13.65
44965;109951,49;1.02;13.65
44966;108008,05;10.36;13.65
44967;108078,27;10.36;13.65
44970;108836,47;10.03;13.65
44971;107848,81;10.12;13.65
44972;109600,14;9.84;13.65
44973;109941,46;10.17;13.65
44974;109176,92;10.24;13.65
44979;107152,05;10.35;13.65
44980;107592,87;10.31;13.65
44981;105798,43;10.49;13.65
44984;105711,05;10.56;13.65
44985;104931,93;10.67;13.65
44986;104384,67;10.74;13.65
44987;103325,61;1.10;13.65
44988;103865,99;10.97;13.65
44991;104700,32;10.86;13.65
44992;104227,93;6.63;13.65
44993;106540,32;0.65;13.65
44994;105071,19;6.57;13.65
44995;103618,2;6.66;13.65
44998;103121,36;6.57;13.65
44999;102932,38;6.61;13.65
45000;102675,45;6.62;13.65
45001;103434,66;6.64;13.65
45002;101981,53;6.70;13.65
45005;100922,89;6.75;13.65
45006;100998,13;6.72;13.65
45007;100220,63;6.80;13.65
45008;97926,34;6.94;13.65
45009;98829,27;6.81;13.65
45012;99670,47;6.75;13.65
45013;101185,09;6.66;13.65
45014;101792,52;0.66;13.65
45015;103713,45;0.65;13.65
45016;101882,2;6.59;13.65
45019;101506,18;6.56;13.65
45020;101869,45;6.55;13.65
45021;100977,85;6.59;13.65
45022;100821,73;6.62;13.65
45026;101846,64;6.55;13.65
45027;106213,76;6.29;13.65
45028;106889,71;0.64;13.65
45029;106457,85;6.45;13.65
45030;106279,37;6.46;13.65
45033;106015,67;0.65;13.65
45034;106163,23;6.44;13.65
45035;103912,94;6.61;13.65
45036;104366,82;6.57;13.65
45040;103946,58;6.65;13.65
45041;103220,09;6.69;13.65
45042;102312,1;6.72;13.65
45043;102923,31;0.67;13.65
45044;104431,63;6.66;13.65
45048;101926,95;6.86;13.65
45049;101797,09;6.93;13.65
45050;102174,34;6.90;13.65
45051;105148,48;7.18;13.65
45054;106042,15;6.69;13.65
45055;107113,66;#VALUE!;13.65
45056;107448,21;6.57;13.65
45057;108256,4;6.51;13.65
45058;108463,84;6.46;13.65
45061;109029,12;0.63;13.65
45062;108193,68;6.35;13.65
45063;109459,95;6.25;13.65
45064;110108,46;6.26;13.65
45065;110744,51;6.24;13.65
45068;110213,12;6.27;13.65
45069;109928,53;6.29;13.65
45070;108799,54;6.33;13.65
45071;110054,38;6.29;13.65
45072;110905,51;6.25;13.65
45075;110333,4;6.28;13.65
45076;108967,03;6.34;13.65
45077;108335,07;6.39;13.65
45078;110564,66;6.26;13.65
45079;112558,15;6.15;13.65
45082;112696,32;6.07;13.65
45083;114610,1;6.00;13.65
45084;115488,16;5.94;13.65
45086;117019,48;5.83;13.65
45089;117336,34;6.92;13.65
45090;116742,71;7.02;13.65
45091;119068,77;6.88;13.65
45092;119221;0.69;13.65
45093;118758,42;6.90;13.65
45096;119857,76;6.75;13.65
45097;119622,4;0.67;13.65
45098;120420,26;6.62;13.65
45099;118934,2;6.70;13.65
45100;118977,1;0.67;13.65
45103;118242,95;6.78;13.65
45104;117522,87;6.81;13.65
45105;116681,32;6.84;13.65
45106;118382,65;6.76;13.65
45107;118087;6.77;13.65
45110;119672,78;6.67;13.65
45111;119076,37;6.71;13.65
45112;119549,21;6.69;13.65
45113;117425,7;0.68;13.65
45114;118897,99;0.67;13.65
45117;117942,44;6.76;13.65
45118;117555,5;0.68;13.65
45119;117666,49;6.78;13.65
45120;119263,89;6.68;13.65
45121;117710,54;6.77;13.65
45124;118219,46;6.78;13.65
45125;117841,19;6.76;13.65
45126;117552,07;6.80;13.65
45127;118082,9;6.74;13.65
45128;120216,77;6.62;13.65
45131;121341,69;6.54;13.65
45132;122007,77;6.74;13.65
45133;122560,38;6.51;13.65
45134;119989,64;6.44;13.65
45135;120187,11;6.45;13.65
45138;121942,98;6.21;13.65
45139;121248,39;6.15;13.65
45140;120858,72;6.18;13.65
45141;120585,77;6.16;13.15
45142;119507,68;6.23;13.15
45145;119379,5;6.25;13.15
45146;119090,24;6.33;13.15
45147;118408,77;0.64;13.15
45148;118349,6;6.43;13.15
45149;118065,14;0.65;13.15
45152;116809,55;6.42;13.15
45153;116171,42;6.49;13.15
45154;115591,52;6.47;13.15
45155;114982,3;6.51;13.15
45156;115408,52;6.49;13.15
45159;114429,35;6.55;13.15
45160;116156,01;6.49;13.15
45161;118134,59;6.31;13.15
45162;117025,6;6.43;13.15
45163;115837,2;6.49;13.15
45166;117120,98;6.42;13.15
45167;118403,61;6.36;13.15
45168;117535,1;6.41;13.15
45169;115741,81;0.65;13.15
45170;117892,96;6.40;13.15
45173;117776,62;6.28;13.15
45174;117331,3;6.29;13.15
45175;115985,34;6.36;13.15
45177;115313,4;6.45;13.15
45180;116883,34;6.37;13.15
45181;117968,12;6.31;13.15
45182;118175,97;6.30;13.15
45183;119391,55;6.62;13.15
45184;118757,53;6.66;13.15
45187;118288,21;6.64;13.15
45188;117845,78;6.67;13.15
45189;118695,32;6.62;13.15
45190;116145,05;6.64;12.65
45191;116008,64;6.64;12.65
45194;115924,61;6.64;12.65
45195;114193,43;6.73;12.65
45196;114327,05;6.72;12.65
45197;115730,76;6.62;12.65
45198;116565,17;0.66;12.65
45201;115056,86;6.66;12.65
45202;113419,04;6.76;12.65
45203;113607,45;6.60;12.65
45204;113284,08;6.63;12.65
45205;114169,63;6.58;12.65
45208;115156,07;6.43;12.65
45209;116736,95;6.35;12.65
45210;117050,74;6.34;12.65
45212;115754,08;0.65;12.65
45215;116533,85;6.42;12.65
45216;115908,43;6.56;12.65
45217;114059,64;6.70;12.65
45218;114004,3;6.71;12.65
45219;113155,28;6.76;12.65
45222;112784,52;6.80;12.65
45223;113761,9;6.74;12.65
45224;112829,97;6.79;12.65
45225;114776,86;6.70;12.65
45226;113301,35;6.88;12.65
45229;112531,52;7.02;12.65
45230;113143,67;0.70;12.65
45231;115052,96;6.90;12.65
45233;118159,97;6.74;12.15
45236;118431,25;6.70;12.15
45237;119268,06;6.65;12.15
45238;119176,67;6.71;12.15
45239;119034,14;6.71;12.15
45240;120568,14;0.66;12.15
45243;120410,17;6.63;12.15
45244;123165,76;6.50;12.15
45246;124639,24;6.43;12.15
45247;124773,21;6.42;12.15
45250;125957,06;6.44;12.15
45251;125626,03;0.62;12.15
45252;126035,3;6.22;12.15
45253;126575,75;6.19;12.15
45254;125517,27;6.46;12.15
45257;125731,45;6.47;12.15
45258;126538,32;6.45;12.15
45259;126165,64;6.48;12.15
45260;127331,12;6.71;12.15
45261;128184,91;6.66;12.15
45264;126802,79;6.75;12.15
45265;126903,25;6.74;12.15
45266;125622,65;6.81;12.15
45267;126009,57;6.80;12.15
45268;127093,57;6.74;12.15
45271;126916,41;0.68;12.15
45272;126403,03;6.78;12.15
45273;129465,08;6.62;12.15
45274;130842,09;6.74;11.65
45275;130197,1;6.77;11.65
45278;131083,82;6.71;11.65
45279;131850,9;6.69;11.65
45280;130804,17;#VALUE!;11.65
45281;132182,01;6.71;11.65
45282;132752,93;6.70;11.65
45286;133532,92;6.66;11.65
45287;134193,72;6.55;11.65
45288;134185,24;6.55;11.65
45293;132696,63;6.62;11.65
45294;132833,95;6.61;11.65
45295;131225,91;6.71;11.65
45296;132022,92;6.67;11.65
45299;132426,54;6.65;11.65
45300;131446,59;0.65;11.65
45301;130841,09;6.49;11.65
45302;130648,75;6.50;11.65
45303;130987,67;6.50;11.65
45306;131520,91;6.45;11.65
45307;129294,04;0.66;11.65
45308;128523,83;6.57;11.65
45309;127315,74;6.63;11.65
45310;127635,65;6.61;11.65
45313;126601,55;6.67;11.65
45314;128262,52;6.59;11.65
45315;127815,7;6.61;11.65
45316;128168,73;6.59;11.65
45317;128967,32;6.55;11.65
45320;128502,66;6.63;11.65
45321;127401,81;6.57;11.65
45322;127752,28;6.55;11.65
45323;128481,02;6.52;11.15
45324;127182,25;6.59;11.15
45327;127593,49;6.70;11.15
45328;130416,31;6.55;11.15
45329;129949,9;6.68;11.15
45330;128216,92;6.48;11.15
45331;128025,7;6.47;11.15
45336;127018,29;6.53;11.15
45337;127804,13;0.65;11.15
45338;128725,88;6.28;11.15
45341;129035,74;6.48;11.15
45342;129916,11;6.43;11.15
45343;130031,58;6.43;11.15
45344;130240,55;6.35;11.15
45345;129418,73;6.39;11.15
45348;129609,05;6.39;11.15
45349;131689,37;6.29;11.15
45350;130155,43;6.35;11.15
45351;129020,02;6.37;11.15
45352;129180,37;6.36;11.15
45355;128340,54;6.39;11.15
45356;128098,11;#VALUE!;11.15
45357;128890,23;0.63;11.15
45358;128339,76;5.45;11.15
45359;127070,79;5.49;11.15
45362;126123,56;6.42;11.15
45363;127667,84;6.38;11.15
45364;128006,05;6.35;11.15
45365;127689,97;0.64;11.15
45366;126741,81;6.40;11.15
45369;126954,18;6.34;11.15
45370;127528,85;6.31;11.15
45371;129124,83;6.23;11.15
45372;128158,57;6.21;10.65
45373;127027,1;0.63;10.65
45376;126931,47;6.25;10.65
45377;126863,02;6.25;10.65
45378;127690,62;6.21;10.65
45379;128106,1;6.19;10.65
45383;126990,45;6.24;10.65
45384;127548,52;6.25;10.65
45385;127318,39;6.13;10.65
45386;127427,53;0.61;10.65
45387;126795,41;6.11;10.65
45390;128857,16;5.99;10.65
45391;129890,37;5.97;10.65
45392;128053,74;6.05;10.65
45393;127396,35;6.11;10.65
45394;125946,09;6.18;10.65
45397;125333,89;6.21;10.65
45398;124388,62;6.32;10.65
45399;124171,15;6.42;10.65
45400;124196,18;0.64;10.65
45401;125124,3;6.37;10.65
45404;125573,16;6.34;10.65
45405;125148,07;6.36;10.65
45406;124740,69;6.39;10.65
45407;124645,58;6.35;10.65
45408;126526,27;6.34;10.65
45411;127351,79;6.30;10.65
45412;125924,19;6.36;10.65
45414;127122,25;6.32;10.65
45415;128508,67;6.29;10.65
45418;128465,69;0.63;10.65
45419;129210,48;6.21;10.65
45420;129480,89;#VALUE!;10.65
45421;128188,34;6.28;10.4
45422;127599,57;0.63;10.4
45425;128154,79;6.30;10.4
45426;128515,49;6.28;10.4
45427;128027,59;0.63;10.4
45428;128283,62;6.33;10.4
45429;128150,71;6.34;10.4
45432;127750,92;6.37;10.4
45433;127411,55;6.39;10.4
45434;125650,03;6.48;10.4
45435;124729,4;6.49;10.4
45436;124305,57;6.52;10.4
45439;124495,68;6.51;10.4
45440;123779,54;6.63;10.4
45441;122707,28;6.48;10.4
45443;122098,09;#VALUE!;10.4
45446;122031,58;6.51;10.4
45447;121802,06;6.52;10.4
45448;121407,33;6.61;10.4
45449;122898,8;6.52;10.4
45450;120767,19;6.63;10.4
45453;120759,51;6.68;10.4
45454;121635,06;6.59;10.4
45455;119936,02;6.67;10.4
45456;119567,53;6.69;10.4
45457;119662,38;6.66;10.4
45460;119137,86;6.81;10.4
45461;119630,44;6.78;10.4
45462;120261,34;6.75;10.4
45463;120445,91;0.68;10.4
45464;121341,13;6.71;10.4
45467;122636,96;6.63;10.4
45468;122331,39;6.64;10.4
45469;122641,3;6.52;10.4
45470;124307,83;6.45;10.4
45471;123906,55;6.47;10.4
45474;124718,07;6.43;10.4
45475;124787,08;6.43;10.4
45476;125661,89;6.37;10.4
45477;126163,98;0.63;10.4
45478;126267,05;6.32;10.4
45481;126548,34;6.32;10.4
45482;127108,22;6.29;10.4
45483;127218,24;6.28;10.4
45484;128293,61;0.62;10.4
45485;128896,98;6.16;10.4
45488;129320,96;6.15;10.4
45489;129110,38;6.09;10.4
45490;129450,32;6.05;10.4
45491;127652,06;6.14;10.4
45492;127616,46;6.13;10.4
45495;127859,63;6.13;10.4
45496;126589,84;6.20;10.4
45497;126422,73;0.62;10.4
45498;125954,09;6.24;10.4
45499;127492,49;6.19;10.4
45502;126953,86;6.46;10.4
45503;126139,21;6.51;10.4
45504;127651,81;6.40;10.4
45505;127395,1;6.41;10.4
45506;125854,09;6.50;10.4
45509;125269,54;6.56;10.4
45510;126266,7;6.51;10.4
45511;127513,88;6.46;10.4
45512;128660,88;6.47;10.4
45513;130614,59;6.31;10.4
45516;131115,9;6.40;10.4
45517;132397,97;6.35;10.4
45518;133317,66;6.32;10.4
45519;134153,42;6.23;10.4
45520;133953,25;6.30;10.4
45523;135777,98;6.22;10.4
45524;136087,41;6.17;10.4
45525;136463,65;6.15;10.4
45526;135173,39;6.23;10.4
45527;135608,47;6.22;10.4
45530;136888,71;6.16;10.4
45531;136775,91;6.16;10.4
45532;137343,96;6.14;10.4
45533;136041,35;0.62;10.4
45534;136004,01;6.20;10.4
45537;134906,07;6.26;10.4
45538;134353,48;6.29;10.4
45539;136110,73;6.19;10.4
45540;136502,49;6.17;10.4
45541;134572,45;6.27;10.4
45544;134737,21;6.26;10.4
45545;134319,58;6.26;10.4
45546;134676,75;6.25;10.4
45547;134029,43;6.28;10.4
45548;134881,95;6.24;10.4
45551;135118,22;6.20;10.4
45552;134960,19;6.21;10.4
45553;133747,69;6.25;10.4
45554;133122,67;6.27;10.65
45555;131065,44;6.36;10.65
45558;130568,37;6.33;10.65
45559;132155,76;6.25;10.65
45560;131586,45;6.37;10.65
45561;133009,78;#VALUE!;10.65
45562;132730,36;0.63;10.65
45565;131816,44;6.30;10.65
45566;132495,16;6.28;10.65
45567;133514,94;6.24;10.65
45568;131671,51;6.32;10.65
45569;131791,55;6.31;10.65
45572;132017,84;6.27;10.65
45573;131511,73;6.30;10.65
45574;129962,06;6.41;10.65
45575;130352,86;6.40;10.65
45576;129992,29;6.41;10.65
45579;131005,25;6.36;10.65
45580;131043,27;6.31;10.65
45581;131749,72;6.31;10.65
45582;130793,41;0.62;10.65
45583;130499,26;6.21;10.65
45586;130361,56;0.62;10.65
45587;129951,37;6.23;10.65
45588;129233,11;6.26;10.65
45589;130066,95;6.21;10.65
45590;129893,32;6.31;10.65
45593;131212,58;0.63;10.65
45594;130729,93;6.06;10.65
45595;130639,33;6.09;10.65
45596;129713,33;6.17;10.65
45597;128120,75;6.50;10.65
45600;130514,79;6.39;10.65
45601;130660,75;6.41;10.65
45602;130340,92;6.47;10.65
45603;129681,7;7.12;11.15
45604;127829,8;7.24;11.15
45607;127873,7;7.24;11.15
45608;127698,32;7.24;11.15
45609;127733,88;7.23;11.15
45610;127791,6;7.23;11.15
45614;127768,19;7.06;11.15
45615;128197,25;7.18;11.15
45617;126922,11;7.29;11.15
45618;129125,51;7.16;11.15
45621;129036,1;7.17;11.15
45622;129922,38;#VALUE!;11.15
45623;127668,61;7.29;11.15
45624;124610,41;0.75;11.15
45625;125667,83;7.40;11.15
45628;125235,54;7.40;11.15
45629;126139,2;0.74;11.15
45630;126087,02;7.40;11.15
45631;127857,58;7.31;11.15
45632;125945,67;7.14;11.15
45635;127210,19;7.26;11.15
45636;128228,49;7.19;11.15
45637;129593,31;0.71;11.15
45638;126042,21;7.35;12.15
45639;124612,22;7.51;12.15
45642;123560,06;7.58;12.15
45643;124698,04;7.54;12.15
45644;120771,88;0.78;12.15
45645;121187,91;7.75;12.15
45646;122102,15;7.70;12.15
45649;120766,57;7.80;12.15
45652;121077,5;7.82;12.15
45653;120269,31;7.87;12.15
45656;120283,4;7.88;12.15
45659;120125,39;7.92;12.15
45660;118532,68;8.04;12.15
45663;120021,52;7.97;12.15
45664;121162,66;7.89;12.15
45665;119624,51;8.00;12.15
45666;119780,56;8.02;12.15
45667;118856,48;8.10;12.15
45670;119006,93;8.02;12.15
45671;119298,67;0.80;12.15
45672;122650,2;7.77;12.15
45673;121234,14;7.86;12.15
45674;122350,38;7.78;12.15
45677;122855,15;7.75;12.15
45678;123338,34;7.74;12.15
45679;122971,77;7.75;12.15
45680;122483,32;7.81;12.15
45681;122446,94;7.81;12.15
45684;124861,5;7.66;12.15
45685;124055,5;7.70;12.15
45686;123432,12;7.72;12.15
45687;126912,78;7.67;13.15
45688;126134,94;7.72;13.15
45691;125970,46;7.70;13.15
45692;125147,42;7.75;13.15
45693;125534,07;7.66;13.15
45694;126224,74;7.62;13.15
45695;124619,4;7.61;13.15
45698;125571,81;7.55;13.15
45699;126521,66;7.49;13.15
45700;124380,21;#VALUE!;13.15
45701;124850,18;7.59;13.15
45702;128218,59;#VALUE!;13.15
45705;128552,13;7.25;13.15
45706;128531,71;7.25;13.15
45707;127308,8;6.67;13.15
45708;127600,58;6.54;13.15
45709;127128,06;0.66;13.15
45712;125401,38;6.59;13.15
45713;125979,5;6.53;13.15
45714;124768,71;#VALUE!;13.15
45715;124798,96;7.18;13.15
45716;122799,09;0.73;13.15
45721;123046,85;7.30;13.15
45722;123357,55;7.27;13.15
45723;125034,63;0.72;13.15
45726;124519,38;7.22;13.15
45727;123507,35;7.27;13.15
45728;123863,5;7.27;13.15
45729;125637,11;7.17;13.15
45730;128957,09;0.70;13.15
45733;130833,96;6.88;13.15
45734;131474,73;6.88;13.15
45735;132508,45;6.80;13.15
45736;131954,9;6.82;14.15
45737;132344,88;6.79;14.15
45740;131321,44;6.86;14.15
45741;132067,69;6.78;14.15
45742;132519,63;6.75;14.15
45743;133148,75;0.67;14.15
45744;131902,18;6.79;14.15
45747;130259,54;6.85;14.15
45748;131147,29;6.81;14.15
45749;131190,34;6.79;14.15
45750;131140,65;0.68;14.15
45751;127256;7.01;14.15
45754;125588,09;7.08;14.15
45755;123931,89;7.20;14.15
45756;127795,93;6.98;14.15
45757;126354,75;7.20;14.15
45758;127682,4;7.15;14.15
45761;129453,91;7.05;14.15
45762;129245,39;0.70;14.15
45763;128316,89;7.09;14.15
45764;129650,03;7.03;14.15
45769;130464,38;6.75;14.15
45770;132216,07;6.68;14.15
45771;134580,43;6.50;14.15
45772;134739,28;6.48;14.15
45775;135015,89;6.30;14.15
45776;135092,99;6.30;14.15
45777;135066,97;6.45;14.15
45779;135133,88;6.60;14.15
45782;133491,23;6.71;14.15
45783;133515,82;6.70;14.15
45784;133397,52;6.71;14.15
45785;136231,9;6.59;14.65
45786;136511,88;0.65;14.65
45789;136563,18;6.51;14.65
45790;138963,11;0.64;14.65
45791;138422,84;6.46;14.65
45792;139334,38;0.64;14.65
45793;139187,39;6.42;14.65
45796;139636,41;6.37;14.65
45797;140109,63;6.38;14.65
45798;137881,27;6.47;14.65
45799;137272,59;6.51;14.65
45800;137824,29;6.47;14.65
45803;138136,14;6.51;14.65
45804;139541,23;6.44;14.65
45805;138887,81;6.47;14.65
45806;138533,7;6.48;14.65
45807;137026,62;6.50;14.65
45810;136786,65;6.51;14.65
45811;137546,26;6.50;14.65
45812;137001,58;6.50;14.65
45813;136236,37;6.54;14.65
45814;136102,1;6.54;14.65
45817;135699,38;6.52;14.65
45818;136436,07;6.48;14.65
45819;137128,04;6.45;14.65
45820;137799,74;6.42;14.65
45821;137212,63;6.45;14.65
45824;139255,91;6.39;14.65
45825;138840,02;6.38;14.65
45826;138716,64;6.37;14.65
45828;137115,83;6.59;14.9
45831;136550,5;6.61;14.9
45832;137164,61;0.64;14.9
45833;135767,29;6.48;14.9
45834;137113,89;6.42;14.9
45835;137010,59;6.41;14.9
